"Nouns" "Verbs" "Adj"
"1" 3.05128205128205 4.28205128205128 0.717948717948718
"2" 4.63333333333333 5.66666666666667 1.5
"3" 4.23076923076923 4.53846153846154 1.35897435897436
"4" 4.53571428571429 5.39285714285714 1.10714285714286
"5" 3.75 6.70833333333333 1.29166666666667
"6" 2.03333333333333 2.85 0.433333333333333
"7" 1.8625 2.2 0.6
"8" 3 3.52941176470588 1.11764705882353
"9" 3.02083333333333 2.91666666666667 1.41666666666667
"10" 2.65 2.325 1.075
"11" 5.94444444444444 4.72222222222222 1.16666666666667
"12" 4.65714285714286 4.74285714285714 1.82857142857143
"13" 7.76470588235294 9.64705882352941 3
"14" 3.41935483870968 4 1.12903225806452
"15" 2.6 3.36 1.06
"16" 4.6 6.4 1.6
"17" 2.8 3.85 1.4
"18" 2.13513513513514 3.08108108108108 0.945945945945946
"19" 2.46153846153846 3.17307692307692 0.730769230769231
"20" 2.06666666666667 2.26666666666667 0.833333333333333
"21" 4.17857142857143 4.60714285714286 1.03571428571429
"22" 3.16666666666667 3.40740740740741 0.685185185185185
"23" 14.6666666666667 18.3333333333333 6.16666666666667
"24" 3.36666666666667 6.5 1.73333333333333
"25" 2.54545454545455 3.5 1.09090909090909
"26" 2.82051282051282 3.92307692307692 1.07692307692308
"27" 2.37837837837838 3.81081081081081 1
"28" 3.69444444444444 5.58333333333333 1.38888888888889
"29" 2.41176470588235 2.88235294117647 1
"30" 6.88888888888889 8.16666666666667 3
"31" 4.33333333333333 6.03703703703704 1.59259259259259
"32" 1.68333333333333 3.78333333333333 0.633333333333333
"33" 2.06779661016949 2.5593220338983 0.76271186440678
"34" 3.19230769230769 3.28846153846154 0.884615384615385
"35" 2.46666666666667 3.11666666666667 0.95
"36" 3.81818181818182 4.40909090909091 1.40909090909091
"37" 2.9622641509434 3.43396226415094 0.943396226415094
"38" 7 8.85714285714286 2.57142857142857
"39" 3.68085106382979 3.95744680851064 1
"40" 2.94444444444444 3.05555555555556 1.2037037037037
"41" 1.82758620689655 2.86206896551724 0.551724137931034
"42" 3.02 3.66 0.68
"43" 2.42028985507246 2.56521739130435 0.840579710144927
"44" 2.83333333333333 3.83333333333333 1.29166666666667
"45" 1.96296296296296 3.44444444444444 0.62962962962963
"46" 4.04 4.72 0.68
"47" 2.02325581395349 2.30232558139535 0.395348837209302
"48" 2.89285714285714 4.64285714285714 0.714285714285714
"49" 3.84615384615385 5.46153846153846 0.846153846153846
"50" 3.2 5.43333333333333 1.46666666666667
"51" 2.23076923076923 2.92307692307692 1
"52" 4.33333333333333 4.1 1.06666666666667
"53" 3.71875 4.34375 1.46875
"54" 3.53846153846154 4.07692307692308 1.28205128205128
"55" 2.90697674418605 2.65116279069767 0.906976744186046
"56" 2.74358974358974 3.46153846153846 1.30769230769231
"57" 3.58064516129032 2.96774193548387 1.19354838709677
"58" 2.51724137931034 2.62068965517241 1.24137931034483
"59" 3.21875 4.03125 1.53125
"60" 3.18181818181818 2.95454545454545 1.09090909090909
"61" 2.24137931034483 2 0.413793103448276
"62" 2.58928571428571 3.25 0.785714285714286
"63" 2.75 3.83333333333333 1.38888888888889
"64" 2.36111111111111 4.33333333333333 1
"65" 2.55882352941176 2.75 0.823529411764706
"66" 4 3.41666666666667 1
"67" 2.55813953488372 3.04651162790698 0.744186046511628
"68" 3.53333333333333 6.43333333333333 1.1
"69" 3.55 4.8 1.85
"70" 3.66666666666667 4.85714285714286 1
"71" 2.72093023255814 4.48837209302326 1.51162790697674
"72" 3.26470588235294 3.67647058823529 1.23529411764706
"73" 3 3.34375 0.4375
"74" 2.37209302325581 3 0.511627906976744
"75" 2.96428571428571 3.375 0.875
"76" 1.84057971014493 2.66666666666667 0.695652173913043
"77" 3.52173913043478 4.60869565217391 1.26086956521739
"78" 2.47368421052632 2.22368421052632 0.592105263157895
"79" 4.7741935483871 4.96774193548387 1.61290322580645
"80" 2 3.66666666666667 0.5
"81" 9.26315789473684 8.8421052631579 2.42105263157895
"82" 3.58823529411765 5 1.23529411764706
"83" 3.12903225806452 2.59677419354839 1.12903225806452
"84" 2.61702127659574 3.51063829787234 1.04255319148936
"85" 4.1 4.05 1.45
"86" 2.95744680851064 2.40425531914894 0.957446808510638
"87" 2.35483870967742 2.90322580645161 1.12903225806452
"88" 1.71084337349398 1.68674698795181 0.433734939759036
"89" 2.29166666666667 3 0.791666666666667
"90" 4.58333333333333 4.41666666666667 0.916666666666667
"91" 2.47916666666667 2.22916666666667 1.1875
"92" 3.2 3.42857142857143 0.771428571428571
"93" 4.33333333333333 7.44444444444444 1.44444444444444
"94" 3.26666666666667 4.02222222222222 1.04444444444444
"95" 1.86792452830189 2.94339622641509 0.528301886792453
"96" 3.41666666666667 3.36111111111111 0.944444444444444
"97" 2.76666666666667 3.73333333333333 1.4
"98" 3.10526315789474 3 0.578947368421053
"99" 15.5 19 1
"100" 2.77272727272727 2.81818181818182 0.590909090909091
"101" 3 3.28947368421053 0.868421052631579
"102" 3.53488372093023 4.34883720930233 1.30232558139535
"103" 2.69230769230769 3.61538461538462 0.865384615384615
"104" 2.44444444444444 3.58333333333333 1.52777777777778
"105" 2.54285714285714 3.68571428571429 1.02857142857143
"106" 3.04255319148936 4.02127659574468 1.08510638297872
"107" 3.64516129032258 5.58064516129032 2.41935483870968
"108" 3.64285714285714 3.35714285714286 1.42857142857143
"109" 2.3448275862069 3.24137931034483 1.03448275862069
"110" 2.77777777777778 3.08333333333333 1.19444444444444
"111" 4.72222222222222 7.16666666666667 1.66666666666667
"112" 3.52 2.76 1.16
"113" 3.13513513513514 3.43243243243243 0.864864864864865
"114" 2.28571428571429 3.71428571428571 0.517857142857143
"115" 3.38461538461538 4.15384615384615 1.42307692307692
"116" 3.46428571428571 4.25 1.21428571428571
"117" 2.3728813559322 2.89830508474576 0.745762711864407
"118" 3.03030303030303 3.27272727272727 0.939393939393939
"119" 2.66037735849057 3.67924528301887 0.509433962264151
"120" 2.1864406779661 2.83050847457627 0.644067796610169
"121" 1.68571428571429 2.82857142857143 0.428571428571429
"122" 2.52941176470588 4.11764705882353 1.47058823529412
"123" 5 4.66666666666667 1.33333333333333
"124" 3.06976744186047 3.11627906976744 0.720930232558139
"125" 16.5 17.8333333333333 9.33333333333333
"126" 4.46875 4.34375 2.125
"127" 3.16666666666667 3.33333333333333 1.16666666666667
"128" 2.84615384615385 6.73076923076923 1.84615384615385
"129" 6 4.91666666666667 1.54166666666667
"130" 4.25806451612903 5.51612903225806 1.2258064516129
"131" 2.74074074074074 2.81481481481481 1.05555555555556
"132" 2.86206896551724 3.72413793103448 0.931034482758621
"133" 4.16666666666667 3.41666666666667 1.36111111111111
"134" 4.13333333333333 4.4 0.866666666666667
"135" 18.5 30.5 6.25
"136" 4.16666666666667 3.16666666666667 0.976190476190476
"137" 3.85714285714286 3.82142857142857 1.07142857142857
"138" 4.25 5.4 1.95
"139" 3.29166666666667 3.79166666666667 1.08333333333333
"140" 2.55813953488372 4.32558139534884 0.744186046511628
"141" 3.03030303030303 3.24242424242424 0.96969696969697
"142" 2 2.38888888888889 0.777777777777778
"143" 2.59090909090909 3.09090909090909 0.5
"144" 3.68888888888889 4.26666666666667 1.4
"145" 2.23404255319149 4.17021276595745 0.936170212765957
"146" 3.37931034482759 4.89655172413793 1.3448275862069
"147" 2.74545454545455 2.47272727272727 0.654545454545455
"148" 3.5 4.20588235294118 1.08823529411765
"149" 6.15384615384615 4.5 1.38461538461538
"150" 2.30434782608696 4.04347826086957 1.17391304347826
"151" 2.57692307692308 3.42307692307692 1.23076923076923
"152" 2.79166666666667 3.95833333333333 0.395833333333333
"153" 2.28571428571429 2.85714285714286 0.642857142857143
"154" 3.04545454545455 4.79545454545455 1.25
"155" 2.59090909090909 3.86363636363636 0.818181818181818
"156" 2.75 2.66666666666667 1.13888888888889
"157" 4.09090909090909 4.68181818181818 1.95454545454545
"158" 2.77777777777778 3.4 0.933333333333333
"159" 2.40322580645161 3.17741935483871 1.01612903225806
"160" 3.93939393939394 5.57575757575758 1.57575757575758
